Chromosome;Type;Coord1;Coord2;Strand;ID;Name
chr19;miRNA_primary_transcript;10828973;10829035;+;MI0022638;hsa-mir-6793
chr19;miRNA_primary_transcript;12852260;12852327;+;MI0022639;hsa-mir-6794
chr19;miRNA_primary_transcript;15179283;15179350;-;MI0022640;hsa-mir-6795
chr19;miRNA_primary_transcript;40369846;40369907;+;MI0022641;hsa-mir-6796
chr19;miRNA_primary_transcript;41869627;41869698;+;MI0022642;hsa-mir-6797
chr19;miRNA_primary_transcript;49009906;49009972;+;MI0022643;hsa-mir-6798
chr19;miRNA_primary_transcript;49791866;49791934;+;MI0022644;hsa-mir-6799
chr19;miRNA_primary_transcript;49832018;49832099;+;MI0022645;hsa-mir-6800
chr19;miRNA_primary_transcript;52222020;52222098;+;MI0022646;hsa-mir-6801
chr19;miRNA_primary_transcript;55239912;55239976;-;MI0022647;hsa-mir-6802
chr19;miRNA_primary_transcript;55245186;55245250;-;MI0022648;hsa-mir-6803
chr19;miRNA_primary_transcript;55230885;55230952;-;MI0022649;hsa-mir-6804
chr19;miRNA_primary_transcript;55388181;55388242;+;MI0022650;hsa-mir-6805
chr19;miRNA_primary_transcript;58334688;58334751;+;MI0022651;hsa-mir-6806
chr19;miRNA_primary_transcript;58550285;58550376;+;MI0022652;hsa-mir-6807
chr1;miRNA_primary_transcript;1339650;1339708;-;MI0022653;hsa-mir-6808
chr2;miRNA_primary_transcript;217900513;217900628;-;MI0022654;hsa-mir-6809
chr2;miRNA_primary_transcript;218341911;218341980;+;MI0022655;hsa-mir-6810
chr2;miRNA_primary_transcript;237510931;237510988;+;MI0022656;hsa-mir-6811
chr20;miRNA_primary_transcript;45425510;45425573;+;MI0022657;hsa-mir-6812
chr20;miRNA_primary_transcript;64076955;64077010;-;MI0022658;hsa-mir-6813
chr21;miRNA_primary_transcript;41746772;41746841;-;MI0022659;hsa-mir-6814
chr21;miRNA_primary_transcript;45478266;45478326;+;MI0022660;hsa-mir-6815
chr22;miRNA_primary_transcript;20114686;20114751;-;MI0022661;hsa-mir-6816
chr22;miRNA_primary_transcript;25455646;25455711;+;MI0022662;hsa-mir-6817
chr22;miRNA_primary_transcript;30007049;30007113;+;MI0022663;hsa-mir-6818
chr22;miRNA_primary_transcript;36286847;36286907;-;MI0022664;hsa-mir-6819
chr22;miRNA_primary_transcript;37967563;37967624;+;MI0022665;hsa-mir-6820
chr22;miRNA_primary_transcript;49962866;49962939;+;MI0022666;hsa-mir-6821
chr3;miRNA_primary_transcript;39138206;39138266;+;MI0022667;hsa-mir-6822
chr3;miRNA_primary_transcript;48549961;48550021;-;MI0022668;hsa-mir-6823
chr3;miRNA_primary_transcript;48633636;48633698;-;MI0022669;hsa-mir-6824
chr3;miRNA_primary_transcript;127575266;127575331;-;MI0022670;hsa-mir-6825
chr3;miRNA_primary_transcript;129272146;129272243;+;MI0022671;hsa-mir-6826
chr3;miRNA_primary_transcript;134367804;134367862;-;MI0022672;hsa-mir-6827
chr3;miRNA_primary_transcript;170423103;170423162;+;MI0022673;hsa-mir-6828
chr3;miRNA_primary_transcript;195882329;195882395;-;MI0022674;hsa-mir-6829
chr5;miRNA_primary_transcript;132217849;132217918;-;MI0022675;hsa-mir-6830
chr5;miRNA_primary_transcript;140563671;140563751;-;MI0022676;hsa-mir-6831
chr6;miRNA_primary_transcript;31633787;31633858;+;MI0022677;hsa-mir-6832
chr6;miRNA_primary_transcript;32179816;32179876;+;MI0022678;hsa-mir-6833
chr6;miRNA_primary_transcript;33290245;33290325;+;MI0022679;hsa-mir-6834
chr6;miRNA_primary_transcript;34240673;34240736;+;MI0022680;hsa-mir-6835
chr6;miRNA_primary_transcript;43434542;43434620;+;MI0022681;hsa-mir-6780b
chr7;miRNA_primary_transcript;2257515;2257577;-;MI0022682;hsa-mir-6836
chr7;miRNA_primary_transcript;44051766;44051829;+;MI0022683;hsa-mir-6837
chr7;miRNA_primary_transcript;44073378;44073433;-;MI0022684;hsa-mir-6838
chr7;miRNA_primary_transcript;64679064;64679176;+;MI0022685;hsa-mir-6839
chr7;miRNA_primary_transcript;100356651;100356721;+;MI0022686;hsa-mir-6840
chr8;miRNA_primary_transcript;24953796;24953867;-;MI0022687;hsa-mir-6841
chr8;miRNA_primary_transcript;27433370;27433434;+;MI0022688;hsa-mir-6842
chr8;miRNA_primary_transcript;27610601;27610751;-;MI0022689;hsa-mir-6843
chr8;miRNA_primary_transcript;124508515;124508576;-;MI0022690;hsa-mir-6844
chr8;miRNA_primary_transcript;143837756;143837816;-;MI0022691;hsa-mir-6845
chr8;miRNA_primary_transcript;144057321;144057380;-;MI0022692;hsa-mir-6846
chr8;miRNA_primary_transcript;144079874;144079942;+;MI0022693;hsa-mir-6847
chr8;miRNA_primary_transcript;144317246;144317315;-;MI0022694;hsa-mir-6848
chr8;miRNA_primary_transcript;144400277;144400345;-;MI0022695;hsa-mir-6849
chr8;miRNA_primary_transcript;144791931;144791991;-;MI0022696;hsa-mir-6850
chr9;miRNA_primary_transcript;33467869;33467935;-;MI0022697;hsa-mir-6851
chr9;miRNA_primary_transcript;35710676;35710741;-;MI0022698;hsa-mir-6852
chr9;miRNA_primary_transcript;35732922;35732995;+;MI0022699;hsa-mir-6853
chr9;miRNA_primary_transcript;98229149;98229217;-;MI0022700;hsa-mir-6854
chr9;miRNA_primary_transcript;129869605;129869671;+;MI0022701;hsa-mir-6855
chr9;miRNA_primary_transcript;130626297;130626363;+;MI0022702;hsa-mir-6856
chrX;miRNA_primary_transcript;53405673;53405765;-;MI0022703;hsa-mir-6857
chrX;miRNA_primary_transcript;154450320;154450386;+;MI0022704;hsa-mir-6858
chr1;miRNA_primary_transcript;17369;17436;-;MI0022705;hsa-mir-6859-1
chr1;miRNA_primary_transcript;206474803;206474864;+;MI0022706;hsa-mir-6769b
chr11;miRNA_primary_transcript;67045643;67045708;+;MI0022707;hsa-mir-6860
chr12;miRNA_primary_transcript;112163258;112163321;-;MI0022708;hsa-mir-6861
chr16;miRNA_primary_transcript;28390982;28391051;-;MI0022709;hsa-mir-6862-1
chr16;miRNA_primary_transcript;56904264;56904353;+;MI0022710;hsa-mir-6863
chr17;miRNA_primary_transcript;4969702;4969771;-;MI0022711;hsa-mir-6864
chr17;miRNA_primary_transcript;4970086;4970150;-;MI0022712;hsa-mir-6865
chr17;miRNA_primary_transcript;40161933;40162001;+;MI0022713;hsa-mir-6866
chr17;miRNA_primary_transcript;40193597;40193663;+;MI0022714;hsa-mir-6867
chr17;miRNA_primary_transcript;76098019;76098076;-;MI0022715;hsa-mir-6868
chr20;miRNA_primary_transcript;1392900;1392961;-;MI0022716;hsa-mir-6869
chr20;miRNA_primary_transcript;10649636;10649695;-;MI0022717;hsa-mir-6870
chr20;miRNA_primary_transcript;41169023;41169078;+;MI0022718;hsa-mir-6871
chr3;miRNA_primary_transcript;50273236;50273297;+;MI0022719;hsa-mir-6872
chr6;miRNA_primary_transcript;33287227;33287289;-;MI0022720;hsa-mir-6873
chr7;miRNA_primary_transcript;5711840;5711910;-;MI0022721;hsa-mir-6874
chr7;miRNA_primary_transcript;100868036;100868107;+;MI0022722;hsa-mir-6875
chr8;miRNA_primary_transcript;25345402;25345474;+;MI0022723;hsa-mir-6876
chr9;miRNA_primary_transcript;133051996;133052059;+;MI0022724;hsa-mir-6877
chr1;miRNA_primary_transcript;150492345;150492410;+;MI0022725;hsa-mir-6878
chr11;miRNA_primary_transcript;65018505;65018570;+;MI0022726;hsa-mir-6879
chr12;miRNA_primary_transcript;124337181;124337242;-;MI0022727;hsa-mir-6880
chr15;miRNA_primary_transcript;74411357;74411432;-;MI0022728;hsa-mir-6881
chr15;miRNA_primary_transcript;74840642;74840707;-;MI0022729;hsa-mir-6882
chr17;miRNA_primary_transcript;8144994;8145071;-;MI0022730;hsa-mir-6883
chr17;miRNA_primary_transcript;40026332;40026409;-;MI0022731;hsa-mir-6884
chr19;miRNA_primary_transcript;6389638;6389703;-;MI0022732;hsa-mir-6885
chr19;miRNA_primary_transcript;11113474;11113534;+;MI0022733;hsa-mir-6886
chr19;miRNA_primary_transcript;35122700;35122764;+;MI0022734;hsa-mir-6887
chr2;miRNA_primary_transcript;159186835;159186901;+;MI0022735;hsa-mir-6888
chr22;miRNA_primary_transcript;41252992;41253050;-;MI0022736;hsa-mir-6889
chr3;miRNA_primary_transcript;49099854;49099914;-;MI0022737;hsa-mir-6890
chr6;miRNA_primary_transcript;31355224;31355316;-;MI0022738;hsa-mir-6891
chr7;miRNA_primary_transcript;143382686;143382800;+;MI0022739;hsa-mir-6892
chr8;miRNA_primary_transcript;144435551;144435619;-;MI0022740;hsa-mir-6893
chrX;miRNA_primary_transcript;53198889;53198945;-;MI0022741;hsa-mir-6894
chrX;miRNA_primary_transcript;53195411;53195488;-;MI0022742;hsa-mir-6895
chr12;miRNA_primary_transcript;113159113;113159177;-;MI0022957;hsa-mir-7106
chr12;miRNA_primary_transcript;121444273;121444352;-;MI0022958;hsa-mir-7107
chr19;miRNA_primary_transcript;2434914;2435000;-;MI0022959;hsa-mir-7108
chr22;miRNA_primary_transcript;31621467;31621531;-;MI0022960;hsa-mir-7109
chr3;miRNA_primary_transcript;123161794;123161879;+;MI0022961;hsa-mir-7110
chr6;miRNA_primary_transcript;35470508;35470579;+;MI0022962;hsa-mir-7111
chr8;miRNA_primary_transcript;144262673;144262737;-;MI0022963;hsa-mir-7112
chr11;miRNA_primary_transcript;68032864;68032922;+;MI0022964;hsa-mir-7113
chr9;miRNA_primary_transcript;137450026;137450086;-;MI0022965;hsa-mir-7114
chr16;miRNA_primary_transcript;15134075;15134145;-;MI0023431;hsa-mir-6511b-2
chrY;miRNA_primary_transcript;1293918;1293992;+;MI0023561;hsa-mir-3690-2
chrY;miRNA_primary_transcript;2609191;2609254;+;MI0023563;hsa-mir-6089-2
chr16;miRNA_primary_transcript;16324588;16324654;+;MI0023564;hsa-mir-6511a-2
chr16;miRNA_primary_transcript;16368876;16368942;+;MI0023565;hsa-mir-6511a-3
chr16;miRNA_primary_transcript;18344013;18344079;-;MI0023566;hsa-mir-6511a-4
chr9;miRNA_primary_transcript;123485529;123485622;-;MI0023610;hsa-mir-7150
chr10;miRNA_primary_transcript;67403351;67403410;-;MI0023611;hsa-mir-7151
chr10;miRNA_primary_transcript;71790747;71790800;+;MI0023612;hsa-mir-7152
chr18;miRNA_primary_transcript;11654885;11654941;-;MI0023613;hsa-mir-7153
chr11;miRNA_primary_transcript;45691704;45691776;-;MI0023614;hsa-mir-7154
chr11;miRNA_primary_transcript;64341849;64341904;-;MI0023615;hsa-mir-7155
chr1;miRNA_primary_transcript;77060143;77060202;+;MI0023616;hsa-mir-7156
chr2;miRNA_primary_transcript;140586626;140586685;-;MI0023617;hsa-mir-7157
chr2;miRNA_primary_transcript;5974662;5974732;+;MI0023618;hsa-mir-7158
chr6;miRNA_primary_transcript;158609707;158609790;+;MI0023619;hsa-mir-7161
chr6;miRNA_primary_transcript;33899135;33899200;+;MI0023620;hsa-mir-7159
chr8;miRNA_primary_transcript;2076589;2076640;+;MI0023621;hsa-mir-7160
chr8;miRNA_primary_transcript;41660444;41660507;+;MI0023622;hsa-mir-486-2
chr10;miRNA_primary_transcript;30368597;30368665;-;MI0023623;hsa-mir-7162
chr2;miRNA_primary_transcript;6650373;6650439;+;MI0024354;hsa-mir-7515
chr11;miRNA_primary_transcript;104252591;104252651;+;MI0024975;hsa-mir-7641-1
chr14;miRNA_primary_transcript;75604209;75604261;+;MI0024976;hsa-mir-7641-2
chr9;miRNA_primary_transcript;111271156;111271214;-;MI0025238;hsa-mir-7702
chr14;miRNA_primary_transcript;24143489;24143565;-;MI0025239;hsa-mir-7703
chr2;miRNA_primary_transcript;176188843;176188901;+;MI0025240;hsa-mir-7704
chr8;miRNA_primary_transcript;100702968;100703024;-;MI0025241;hsa-mir-7705
chr15;miRNA_primary_transcript;85380596;85380662;+;MI0025242;hsa-mir-7706
chr14;miRNA_primary_transcript;72516820;72516898;+;MI0025510;hsa-mir-7843
chr2;miRNA_primary_transcript;64340747;64340848;-;MI0025511;hsa-mir-4433b
chr16;miRNA_primary_transcript;24203116;24203231;+;MI0025512;hsa-mir-1273h
chr17;miRNA_primary_transcript;77089417;77089497;+;MI0025513;hsa-mir-6516
chr12;miRNA_primary_transcript;94571231;94571352;-;MI0025514;hsa-mir-7844
chr2;miRNA_primary_transcript;207166400;207166498;+;MI0025515;hsa-mir-7845
chr1;miRNA_primary_transcript;12166943;12167038;+;MI0025516;hsa-mir-7846
chr11;miRNA_primary_transcript;1880045;1880147;+;MI0025517;hsa-mir-7847
chr8;miRNA_primary_transcript;133046481;133046581;-;MI0025518;hsa-mir-7848
chr4;miRNA_primary_transcript;146408583;146408688;+;MI0025519;hsa-mir-7849
chr19;miRNA_primary_transcript;2630715;2630793;+;MI0025520;hsa-mir-7850
chr12;miRNA_primary_transcript;42323700;42323859;-;MI0025521;hsa-mir-7851
chr1;miRNA_primary_transcript;107897223;107897304;+;MI0025522;hsa-mir-7852
chr6;miRNA_primary_transcript;6169304;6169435;-;MI0025523;hsa-mir-7853
chr16;miRNA_primary_transcript;81533902;81533966;+;MI0025524;hsa-mir-7854
chr14;miRNA_primary_transcript;64785626;64785686;-;MI0025525;hsa-mir-7855
chr1;miRNA_primary_transcript;86357632;86357687;-;MI0025526;hsa-mir-7856
chr2;miRNA_primary_transcript;49059603;49059658;+;MI0025747;hsa-mir-548ba
chr15;miRNA_primary_transcript;51314034;51314109;+;MI0025748;hsa-mir-7973-1
chr15;miRNA_primary_transcript;51314032;51314107;-;MI0025749;hsa-mir-7973-2
chr19;miRNA_primary_transcript;11495544;11495622;-;MI0025750;hsa-mir-7974
chr19;miRNA_primary_transcript;55123225;55123292;-;MI0025751;hsa-mir-7975
chr3;miRNA_primary_transcript;127587111;127587176;-;MI0025752;hsa-mir-7976
chr3;miRNA_primary_transcript;176515103;176515151;+;MI0025753;hsa-mir-7977
chr4;miRNA_primary_transcript;21464700;21464758;-;MI0025754;hsa-mir-7978
chr11;miRNA_primary_transcript;130666735;130666803;+;MI0025888;hsa-mir-8052
chr4;miRNA_primary_transcript;47652669;47652743;+;MI0025889;hsa-mir-8053
chr11;miRNA_primary_transcript;23419105;23419190;-;MI0025890;hsa-mir-8054
chr8;miRNA_primary_transcript;6622124;6622220;-;MI0025891;hsa-mir-8055
chr5;miRNA_primary_transcript;173347455;173347536;+;MI0025892;hsa-mir-8056
chr18;miRNA_primary_transcript;26591467;26591535;-;MI0025893;hsa-mir-8057
chr16;miRNA_primary_transcript;82688931;82689019;+;MI0025894;hsa-mir-8058
chr17;miRNA_primary_transcript;50768650;50768730;+;MI0025895;hsa-mir-8059
chr3;miRNA_primary_transcript;96359964;96360039;+;MI0025896;hsa-mir-8060
chr19;miRNA_primary_transcript;54645309;54645383;+;MI0025897;hsa-mir-8061
chr20;miRNA_primary_transcript;7371608;7371692;+;MI0025898;hsa-mir-8062
chr15;miRNA_primary_transcript;36972821;36972901;-;MI0025899;hsa-mir-8063
chr3;miRNA_primary_transcript;52846463;52846552;-;MI0025900;hsa-mir-8064
chr16;miRNA_primary_transcript;5632467;5632566;+;MI0025901;hsa-mir-8065
chr4;miRNA_primary_transcript;101240795;101240872;-;MI0025902;hsa-mir-8066
chr15;miRNA_primary_transcript;62304658;62304734;-;MI0025903;hsa-mir-8067
chr11;miRNA_primary_transcript;28477481;28477548;-;MI0025904;hsa-mir-8068
chr21;miRNA_primary_transcript;6859171;6859256;+;MI0025905;hsa-mir-8069-1
chr11;miRNA_primary_transcript;11783135;11783222;-;MI0025906;hsa-mir-8070
chr14;miRNA_primary_transcript;105621116;105621180;+;MI0025907;hsa-mir-8071-1
chr12;miRNA_primary_transcript;123364764;123364843;-;MI0025908;hsa-mir-8072
chr13;miRNA_primary_transcript;110340958;110341029;+;MI0025909;hsa-mir-8073
chr19;miRNA_primary_transcript;51206929;51207009;-;MI0025910;hsa-mir-8074
chr13;miRNA_primary_transcript;113262920;113262999;+;MI0025911;hsa-mir-8075
chr3;miRNA_primary_transcript;113432118;113432200;-;MI0025912;hsa-mir-8076
chr19;miRNA_primary_transcript;42351131;42351205;+;MI0025913;hsa-mir-8077
chr18;miRNA_primary_transcript;112256;112339;-;MI0025914;hsa-mir-8078
chr13;miRNA_primary_transcript;44196129;44196200;-;MI0025915;hsa-mir-8079
chr2;miRNA_primary_transcript;79866495;79866583;-;MI0025916;hsa-mir-8080
chr9;miRNA_primary_transcript;106600928;106601022;+;MI0025917;hsa-mir-8081
chr4;miRNA_primary_transcript;113152282;113152362;+;MI0025918;hsa-mir-8082
chr1;miRNA_primary_transcript;153689705;153689793;-;MI0025919;hsa-mir-8083
chr8;miRNA_primary_transcript;93029751;93029839;+;MI0025920;hsa-mir-8084
chr19;miRNA_primary_transcript;44758657;44758721;+;MI0025921;hsa-mir-8085
chr10;miRNA_primary_transcript;28289258;28289350;-;MI0025922;hsa-mir-8086
chr11;miRNA_primary_transcript;27514970;27515047;-;MI0025923;hsa-mir-8087
chrX;miRNA_primary_transcript;52336557;52336642;-;MI0025924;hsa-mir-8088
chr5;miRNA_primary_transcript;181043403;181043484;-;MI0025925;hsa-mir-8089
chr16;miRNA_primary_transcript;28724252;28724321;+;MI0026415;hsa-mir-6862-2
chr14;miRNA_primary_transcript;105640168;105640232;+;MI0026417;hsa-mir-8071-2
chr16;miRNA_primary_transcript;16329305;16329364;+;MI0026418;hsa-mir-6770-2
chr16;miRNA_primary_transcript;18379351;18379410;-;MI0026419;hsa-mir-6770-3
chr1;miRNA_primary_transcript;187891;187958;-;MI0026420;hsa-mir-6859-2
chr15;miRNA_primary_transcript;101973524;101973591;+;MI0026421;hsa-mir-6859-3
chr2;miRNA_primary_transcript;50696172;50696262;-;MI0027288;hsa-mir-8485
chr2;miRNA_primary_transcript;218823090;218823154;+;MI0029185;hsa-mir-9500
chr3;miRNA_primary_transcript;60617805;60617870;-;MI0029321;hsa-mir-548bb
chr16;miRNA_primary_transcript;18494493;18494576;-;MI0031510;hsa-mir-3179-4
chr12;miRNA_primary_transcript;12111952;12112036;+;MI0031511;hsa-mir-1244-4
chr21;miRNA_primary_transcript;8986999;8987178;+;MI0031512;hsa-mir-3648-2
chr16;miRNA_primary_transcript;18405698;18405762;-;MI0031513;hsa-mir-3670-3
chr16;miRNA_primary_transcript;18488301;18488365;-;MI0031514;hsa-mir-3670-4
chr21;miRNA_primary_transcript;8987370;8987430;+;MI0031515;hsa-mir-3687-2
chr21;miRNA_primary_transcript;8249505;8249596;+;MI0031516;hsa-mir-6724-2
chr21;miRNA_primary_transcript;8388362;8388453;+;MI0031517;hsa-mir-6724-3
chr21;miRNA_primary_transcript;8432530;8432621;+;MI0031518;hsa-mir-6724-4
chr21;miRNA_primary_transcript;13724189;13724274;+;MI0031519;hsa-mir-8069-2
chr20;miRNA_primary_transcript;63919868;63919939;+;MI0031520;hsa-mir-941-5
chr16;miRNA_primary_transcript;17052;17119;-;MI0031521;hsa-mir-6859-4
chr15;miRNA_primary_transcript;21951242;21951323;+;MI0031522;hsa-mir-5701-3
