Chromosome;Type;Coord1;Coord2;Strand;ID;Name;Arm;Derives_from
chr1;miRNA;68183576;68183597;-;MIMAT0005914;hsa-miR-1262;62;MI0006397
chr3;miRNA;164171523;164171544;-;MIMAT0005915;hsa-miR-1263;63;MI0006398
chr7;miRNA;34940804;34940825;-;MIMAT0005916;hsa-miR-548n;8n;MI0006399
chrX;miRNA;95063192;95063212;-;MIMAT0005917;hsa-miR-548m;8m;MI0006400
chr10;miRNA;14436589;14436610;+;MIMAT0005918;hsa-miR-1265;65;MI0006401
chr7;miRNA;102405748;102405769;-;MIMAT0005919_1;hsa-miR-548o-3p;3p;MI0006402
chr15;miRNA;52277166;52277188;-;MIMAT0005920;hsa-miR-1266-5p;5p;MI0006403
chr15;miRNA;52277131;52277152;-;MIMAT0026742;hsa-miR-1266-3p;3p;MI0006403
chr13;miRNA;107531217;107531237;-;MIMAT0005921;hsa-miR-1267;67;MI0006404
chr15;miRNA;22225308;22225325;-;MIMAT0005922;hsa-miR-1268a;8a;MI0006405
chr4;miRNA;66276890;66276911;+;MIMAT0005923;hsa-miR-1269a;9a;MI0006406
chr19;miRNA;20399320;20399342;-;MIMAT0005924;hsa-miR-1270;70;MI0006407
chr15;miRNA;64762471;64762496;-;MIMAT0005925;hsa-miR-1272;72;MI0006408
chr8;miRNA;100023985;100024009;-;MIMAT0005926;hsa-miR-1273a;3a;MI0006409
chr14;miRNA;64095084;64095105;-;MIMAT0005928;hsa-miR-548h-5p;5p;MI0006411
chr16;miRNA;11306491;11306512;-;MIMAT0005928_1;hsa-miR-548h-5p;5p;MI0006412
chr17;miRNA;13543597;13543618;-;MIMAT0005928_2;hsa-miR-548h-5p;5p;MI0006413
chr8;miRNA;27048926;27048947;-;MIMAT0005928_4;hsa-miR-548h-5p;5p;MI0006414
chr8;miRNA;27048871;27048893;-;MIMAT0022723;hsa-miR-548h-3p;3p;MI0006414
chr6;miRNA;34000018;34000034;-;MIMAT0005929;hsa-miR-1275;75;MI0006415
chr15;miRNA;85770548;85770567;-;MIMAT0005930;hsa-miR-1276;76;MI0006416
chr11;miRNA;7234771;7234787;+;MIMAT0005931;hsa-miR-302e;2e;MI0006417
chr18;miRNA;30298936;30298952;+;MIMAT0005932;hsa-miR-302f;2f;MI0006418
chrX;miRNA;118386440;118386461;+;MIMAT0005933;hsa-miR-1277-3p;3p;MI0006419
chrX;miRNA;118386401;118386424;+;MIMAT0022724;hsa-miR-1277-5p;5p;MI0006419
chr5;miRNA;100816498;100816519;-;MIMAT0005934;hsa-miR-548p;8p;MI0006420
chr3;miRNA;125790493;125790514;-;MIMAT0005935;hsa-miR-548i;8i;MI0006421
chr4;miRNA;9556257;9556278;-;MIMAT0005935_1;hsa-miR-548i;8i;MI0006422
chr8;miRNA;8089030;8089051;-;MIMAT0005935_2;hsa-miR-548i;8i;MI0006423
chrX;miRNA;84225797;84225818;-;MIMAT0005935_3;hsa-miR-548i;8i;MI0006424
chr1;miRNA;193136552;193136573;+;MIMAT0005936;hsa-miR-1278;78;MI0006425
chr12;miRNA;69273188;69273204;-;MIMAT0005937;hsa-miR-1279;79;MI0006426
chr22;miRNA;41092545;41092561;+;MIMAT0005939;hsa-miR-1281;81;MI0006428
chr15;miRNA;43793732;43793751;-;MIMAT0005940;hsa-miR-1282;82;MI0006429
chr19;miRNA;53758245;53758266;+;MIMAT0005799_1;hsa-miR-1283;83;MI0006430
chr3;miRNA;71542039;71542060;-;MIMAT0005941;hsa-miR-1284;84;MI0006431
chr17;miRNA;16282058;16282078;+;MIMAT0005942;hsa-miR-1288-3p;3p;MI0006432
chr17;miRNA;16282028;16282050;+;MIMAT0026743;hsa-miR-1288-5p;5p;MI0006432
chr20;miRNA;2652779;2652803;+;MIMAT0005943;hsa-miR-1292-5p;5p;MI0006433
chr20;miRNA;2652819;2652838;+;MIMAT0022948;hsa-miR-1292-3p;3p;MI0006433
chr12;miRNA;79419261;79419282;+;MIMAT0005944;hsa-miR-1252-5p;5p;MI0006434
chr12;miRNA;79419296;79419317;+;MIMAT0026744;hsa-miR-1252-3p;3p;MI0006434
chr4;miRNA;36426405;36426426;-;MIMAT0005945_1;hsa-miR-1255b-5p;5p;MI0006435
chr1;miRNA;167998665;167998686;+;MIMAT0005945;hsa-miR-1255b-5p;5p;MI0006436
chr1;miRNA;167998699;167998720;+;MIMAT0022725;hsa-miR-1255b-2-3p;3p;MI0006436
chr1;miRNA;220200586;220200609;-;MIMAT0005948;hsa-miR-664a-5p;5p;MI0006442
chr1;miRNA;220200549;220200571;-;MIMAT0005949;hsa-miR-664a-3p;3p;MI0006442
chr22;miRNA;20086112;20086129;+;MIMAT0005950;hsa-miR-1306-3p;3p;MI0006443
chr22;miRNA;20086072;20086093;+;MIMAT0022726;hsa-miR-1306-5p;5p;MI0006443
chr10;miRNA;103394301;103394322;-;MIMAT0005951;hsa-miR-1307-3p;3p;MI0006444
chr10;miRNA;103394341;103394361;-;MIMAT0022727;hsa-miR-1307-5p;5p;MI0006444
chrX;miRNA;147199093;147199114;-;MIMAT0005788;hsa-miR-513b-5p;5p;MI0006648
chrX;miRNA;147199057;147199078;-;MIMAT0026749;hsa-miR-513b-3p;3p;MI0006648
chrX;miRNA;147189753;147189774;-;MIMAT0005789;hsa-miR-513c-5p;5p;MI0006649
chrX;miRNA;147189717;147189739;-;MIMAT0022728;hsa-miR-513c-3p;3p;MI0006649
chrX;miRNA;85835832;85835849;+;MIMAT0005952;hsa-miR-1321;21;MI0006652
chr8;miRNA;10825375;10825393;-;MIMAT0005953;hsa-miR-1322;22;MI0006653
chr14;miRNA;101025620;101025640;+;MIMAT0005955;hsa-miR-1197;97;MI0006656
chr3;miRNA;75630823;75630846;+;MIMAT0005956;hsa-miR-1324;24;MI0006657
chr15;miRNA;96333261;96333282;+;MIMAT0007347;hsa-miR-1469;69;MI0007074
chr19;miRNA;15449548;15449568;+;MIMAT0007348;hsa-miR-1470;70;MI0007075
chr2;miRNA;231892277;231892298;-;MIMAT0007349;hsa-miR-1471;71;MI0007076
chr1;miRNA;235853000;235853021;-;MIMAT0007399;hsa-miR-1537-3p;3p;MI0007258
chr1;miRNA;235853037;235853058;-;MIMAT0026765;hsa-miR-1537-5p;5p;MI0007258
chr16;miRNA;69565808;69565830;-;MIMAT0007400;hsa-miR-1538;38;MI0007259
chr18;miRNA;49487402;49487422;+;MIMAT0007401;hsa-miR-1539;39;MI0007260
chr5;miRNA;168560904;168560926;+;MIMAT0007402_1;hsa-miR-103b;3b;MI0007261
chr20;miRNA;3917541;3917563;-;MIMAT0007402;hsa-miR-103b;3b;MI0007262
chr13;miRNA;40727828;40727846;-;MIMAT0006764;hsa-miR-320d;0d;MI0008190
chr18;miRNA;24321716;24321735;+;MIMAT0005793_1;hsa-miR-320c;0c;MI0008191
chrX;miRNA;140926172;140926190;-;MIMAT0006764_1;hsa-miR-320d;0d;MI0008192
chr20;miRNA;32237830;32237847;+;MIMAT0006765;hsa-miR-1825;25;MI0008193
chr12;miRNA;100189932;100189949;+;MIMAT0006767;hsa-miR-1827;27;MI0008195
chr11;miRNA;61815209;61815229;-;MIMAT0007881;hsa-miR-1908-5p;5p;MI0008329
chr11;miRNA;61815172;61815192;-;MIMAT0026916;hsa-miR-1908-3p;3p;MI0008329
chr19;miRNA;1816203;1816223;-;MIMAT0007882;hsa-miR-1909-5p;5p;MI0008330
chr19;miRNA;1816169;1816190;-;MIMAT0007883;hsa-miR-1909-3p;3p;MI0008330
chr16;miRNA;85741669;85741689;-;MIMAT0007884;hsa-miR-1910-5p;5p;MI0008331
chr16;miRNA;85741631;85741650;-;MIMAT0026917;hsa-miR-1910-3p;3p;MI0008331
chrX;miRNA;114763195;114763217;+;MIMAT0007885;hsa-miR-1911-5p;5p;MI0008332
chrX;miRNA;114763232;114763251;+;MIMAT0007886;hsa-miR-1911-3p;3p;MI0008332
chrX;miRNA;114651589;114651610;+;MIMAT0007887;hsa-miR-1912;12;MI0008333
chr6;miRNA;166509364;166509385;-;MIMAT0007888;hsa-miR-1913;13;MI0008334
chr20;miRNA;63941511;63941532;-;MIMAT0007889;hsa-miR-1914-5p;5p;MI0008335
chr20;miRNA;63941474;63941495;-;MIMAT0007890;hsa-miR-1914-3p;3p;MI0008335
chr10;miRNA;21496609;21496630;-;MIMAT0007891;hsa-miR-1915-5p;5p;MI0008336
chr10;miRNA;21496576;21496595;-;MIMAT0007892;hsa-miR-1915-3p;3p;MI0008336
chr16;miRNA;15010329;15010350;-;MIMAT0009447;hsa-miR-1972;72;MI0009982
chr4;miRNA;116299750;116299768;+;MIMAT0009448;hsa-miR-1973;73;MI0009983
chr1;miRNA;26554574;26554593;+;MIMAT0009451;hsa-miR-1976;76;MI0009986
chr8;miRNA;74705694;74705713;+;MIMAT0009977;hsa-miR-2052;52;MI0010486
chr8;miRNA;112643553;112643575;+;MIMAT0009978;hsa-miR-2053;53;MI0010487
chr4;miRNA;125507259;125507281;+;MIMAT0009979;hsa-miR-2054;54;MI0010488
chr10;miRNA;114174151;114174172;-;MIMAT0010133;hsa-miR-2110;10;MI0010629
chrX;miRNA;150228016;150228037;+;MIMAT0011156;hsa-miR-2114-5p;5p;MI0010633
chrX;miRNA;150228052;150228072;+;MIMAT0011157;hsa-miR-2114-3p;3p;MI0010633
chr3;miRNA;48316418;48316439;-;MIMAT0011158;hsa-miR-2115-5p;5p;MI0010634
chr3;miRNA;48316381;48316402;-;MIMAT0011159;hsa-miR-2115-3p;3p;MI0010634
chr15;miRNA;59171229;59171249;-;MIMAT0011160;hsa-miR-2116-5p;5p;MI0010635
chr15;miRNA;59171192;59171212;-;MIMAT0011161;hsa-miR-2116-3p;3p;MI0010635
chr17;miRNA;43444856;43444876;+;MIMAT0011162;hsa-miR-2117;17;MI0010636
chr10;miRNA;12725325;12725346;-;MIMAT0011163;hsa-miR-548q;8q;MI0010637
chr13;miRNA;24162469;24162490;+;MIMAT0011775;hsa-miR-2276-3p;3p;MI0011282
chr13;miRNA;24162431;24162452;+;MIMAT0026921;hsa-miR-2276-5p;5p;MI0011282
chr5;miRNA;93620710;93620730;-;MIMAT0011777;hsa-miR-2277-3p;3p;MI0011284
chr5;miRNA;93620748;93620771;-;MIMAT0017352;hsa-miR-2277-5p;5p;MI0011284
chr9;miRNA;94809977;94809998;+;MIMAT0011778;hsa-miR-2278;78;MI0011285
chr13;miRNA;101967704;101967725;-;MIMAT0013515;hsa-miR-2681-5p;5p;MI0012062
chr13;miRNA;101967665;101967686;-;MIMAT0013516;hsa-miR-2681-3p;3p;MI0012062
chr1;miRNA;98045307;98045329;-;MIMAT0013517;hsa-miR-2682-5p;5p;MI0012063
chr1;miRNA;98045271;98045292;-;MIMAT0013518;hsa-miR-2682-3p;3p;MI0012063
chr3;miRNA;48578914;48578935;-;MIMAT0012734;hsa-miR-711;11;MI0012488
chrX;miRNA;154019928;154019948;-;MIMAT0012735;hsa-miR-718;18;MI0012489
chr9;miRNA;127785971;127785989;+;MIMAT0013802;hsa-miR-2861;61;MI0013006
chr17;miRNA;37033748;37033768;+;MIMAT0013863;hsa-miR-2909;09;MI0013083
chr1;miRNA;23044310;23044329;+;MIMAT0014977;hsa-miR-3115;15;MI0014127
chr1;miRNA;62078830;62078851;+;MIMAT0014978;hsa-miR-3116;16;MI0014128
chr1;miRNA;62078794;62078815;-;MIMAT0014978_1;hsa-miR-3116;16;MI0014129
chr1;miRNA;66628485;66628505;+;MIMAT0014979;hsa-miR-3117-3p;3p;MI0014130
chr1;miRNA;66628452;66628471;+;MIMAT0019197;hsa-miR-3117-5p;5p;MI0014130
chr21;miRNA;13644784;13644806;-;MIMAT0014980_3;hsa-miR-3118;18;MI0014131
chr15;miRNA;20832838;20832860;+;MIMAT0014980;hsa-miR-3118;18;MI0014132
chr15;miRNA;21406428;21406450;+;MIMAT0014980_1;hsa-miR-3118;18;MI0014133
chr1;miRNA;170151435;170151454;-;MIMAT0014981;hsa-miR-3119;19;MI0014134
chr1;miRNA;170151386;170151405;+;MIMAT0014981_1;hsa-miR-3119;19;MI0014135
chr1;miRNA;172138858;172138878;+;MIMAT0014982;hsa-miR-3120-3p;3p;MI0014136
chr1;miRNA;172138820;172138840;+;MIMAT0019198;hsa-miR-3120-5p;5p;MI0014136
chr1;miRNA;180438323;180438344;-;MIMAT0014983;hsa-miR-3121-3p;3p;MI0014137
chr1;miRNA;180438358;180438379;-;MIMAT0019199;hsa-miR-3121-5p;5p;MI0014137
chr1;miRNA;212077622;212077643;+;MIMAT0014984;hsa-miR-3122;22;MI0014138
chr1;miRNA;241132320;241132336;+;MIMAT0014985;hsa-miR-3123;23;MI0014139
chr1;miRNA;248826383;248826403;+;MIMAT0014986;hsa-miR-3124-5p;5p;MI0014140
chr1;miRNA;248826418;248826439;+;MIMAT0019200;hsa-miR-3124-3p;3p;MI0014140
chr2;miRNA;11767495;11767517;+;MIMAT0014987;hsa-miR-548s;8s;MI0014141
chr2;miRNA;12737376;12737395;+;MIMAT0014988;hsa-miR-3125;25;MI0014142
chr2;miRNA;69103691;69103712;+;MIMAT0014989;hsa-miR-3126-5p;5p;MI0014143
chr2;miRNA;69103727;69103748;+;MIMAT0015377;hsa-miR-3126-3p;3p;MI0014143
chr2;miRNA;96798288;96798310;+;MIMAT0014990;hsa-miR-3127-5p;5p;MI0014144
chr2;miRNA;96798324;96798345;+;MIMAT0019201;hsa-miR-3127-3p;3p;MI0014144
chr2;miRNA;177255984;177256006;-;MIMAT0014991;hsa-miR-3128;28;MI0014145
chr2;miRNA;189133082;189133103;-;MIMAT0014992;hsa-miR-3129-5p;5p;MI0014146
chr2;miRNA;189133044;189133065;-;MIMAT0019202;hsa-miR-3129-3p;3p;MI0014146
chr2;miRNA;206783245;206783265;-;MIMAT0014994;hsa-miR-3130-3p;3p;MI0014147
chr2;miRNA;206783276;206783296;-;MIMAT0014995;hsa-miR-3130-5p;5p;MI0014147
chr2;miRNA;206783277;206783297;+;MIMAT0014994_1;hsa-miR-3130-3p;3p;MI0014148
chr2;miRNA;206783246;206783266;+;MIMAT0014995_1;hsa-miR-3130-5p;5p;MI0014148
chr2;miRNA;219058725;219058747;-;MIMAT0014996;hsa-miR-3131;31;MI0014151
chr2;miRNA;219549117;219549140;-;MIMAT0014997;hsa-miR-3132;32;MI0014152
chr2;miRNA;241477914;241477935;+;MIMAT0014998;hsa-miR-3133;33;MI0014153
chr3;miRNA;10330262;10330280;+;MIMAT0014999;hsa-miR-378b;8b;MI0014154
chr3;miRNA;15697305;15697327;-;MIMAT0015000;hsa-miR-3134;34;MI0014155
chr3;miRNA;20137574;20137595;+;MIMAT0015001;hsa-miR-3135a;5a;MI0014156
chr3;miRNA;31161714;31161736;-;MIMAT0015002;hsa-miR-466;66;MI0014157
chr3;miRNA;69049004;69049026;-;MIMAT0015003;hsa-miR-3136-5p;5p;MI0014158
chr3;miRNA;69048966;69048987;-;MIMAT0019203;hsa-miR-3136-3p;3p;MI0014158
chr3;miRNA;124732486;124732507;+;MIMAT0015004;hsa-miR-544b;4b;MI0014159
chr3;miRNA;195134551;195134574;-;MIMAT0015005;hsa-miR-3137;37;MI0014160
chr4;miRNA;10078622;10078645;-;MIMAT0015006;hsa-miR-3138;38;MI0014161
chr4;miRNA;143343469;143343491;+;MIMAT0015007;hsa-miR-3139;39;MI0014162
chr4;miRNA;152489336;152489357;-;MIMAT0015008;hsa-miR-3140-3p;3p;MI0014163
chr4;miRNA;152489385;152489405;-;MIMAT0019204;hsa-miR-3140-5p;5p;MI0014163
chr4;miRNA;173268169;173268189;+;MIMAT0015009;hsa-miR-548t-5p;5p;MI0014164
chr4;miRNA;173268205;173268229;+;MIMAT0022730;hsa-miR-548t-3p;3p;MI0014164
chr5;miRNA;154596045;154596063;-;MIMAT0015010;hsa-miR-3141;41;MI0014165
chr5;miRNA;160474450;160474471;+;MIMAT0015011;hsa-miR-3142;42;MI0014166
chr6;miRNA;27147629;27147653;+;MIMAT0015012;hsa-miR-3143;43;MI0014167
chr6;miRNA;57390180;57390202;+;MIMAT0015013;hsa-miR-548u;8u;MI0014168
chr6;miRNA;120015191;120015212;+;MIMAT0015014;hsa-miR-3144-5p;5p;MI0014169
chr6;miRNA;120015226;120015247;+;MIMAT0015015;hsa-miR-3144-3p;3p;MI0014169
chr6;miRNA;138435223;138435246;-;MIMAT0015016;hsa-miR-3145-3p;3p;MI0014170
chr6;miRNA;138435262;138435283;-;MIMAT0019205;hsa-miR-3145-5p;5p;MI0014170
chr6;miRNA;154853369;154853390;+;MIMAT0015017;hsa-miR-1273c;3c;MI0014171
chr7;miRNA;19705366;19705387;-;MIMAT0015018;hsa-miR-3146;46;MI0014172
chr7;miRNA;57405030;57405053;+;MIMAT0015019;hsa-miR-3147;47;MI0014173
chr8;miRNA;17681588;17681609;-;MIMAT0015020;hsa-miR-548v;8v;MI0014174
chr8;miRNA;29957318;29957339;-;MIMAT0015021;hsa-miR-3148;48;MI0014175
chr8;miRNA;76966778;76966800;-;MIMAT0015022;hsa-miR-3149;49;MI0014176
chr8;miRNA;95072962;95072983;+;MIMAT0015023;hsa-miR-3150a-3p;3p;MI0014177
chr8;miRNA;95072925;95072946;+;MIMAT0019206;hsa-miR-3150a-5p;5p;MI0014177
chr8;miRNA;103154623;103154643;+;MIMAT0015024;hsa-miR-3151-5p;5p;MI0014178
chr8;miRNA;103154662;103154681;+;MIMAT0027026;hsa-miR-3151-3p;3p;MI0014178
chr9;miRNA;18573350;18573371;+;MIMAT0015025;hsa-miR-3152-3p;3p;MI0014179
chr9;miRNA;18573316;18573337;+;MIMAT0019207;hsa-miR-3152-5p;5p;MI0014179
chr9;miRNA;89312274;89312296;+;MIMAT0015026;hsa-miR-3153;53;MI0014180
chr9;miRNA;95086024;95086045;-;MIMAT0015027;hsa-miR-3074-3p;3p;MI0014181
chr9;miRNA;95086063;95086083;-;MIMAT0019208;hsa-miR-3074-5p;5p;MI0014181
chr9;miRNA;128244956;128244977;-;MIMAT0015028;hsa-miR-3154;54;MI0014182
chr10;miRNA;6152247;6152267;+;MIMAT0015029;hsa-miR-3155a;5a;MI0014183
chr10;miRNA;45164021;45164042;+;MIMAT0015030;hsa-miR-3156-5p;5p;MI0014184
chr10;miRNA;45164062;45164082;+;MIMAT0019209;hsa-miR-3156-3p;3p;MI0014184
chr10;miRNA;96064369;96064390;-;MIMAT0015031;hsa-miR-3157-5p;5p;MI0014185
chr10;miRNA;96064321;96064342;-;MIMAT0019210;hsa-miR-3157-3p;3p;MI0014185
chr10;miRNA;101601466;101601487;+;MIMAT0015032;hsa-miR-3158-3p;3p;MI0014186
chr10;miRNA;101601429;101601449;+;MIMAT0019211;hsa-miR-3158-5p;5p;MI0014186
chr10;miRNA;101601427;101601448;-;MIMAT0015032_1;hsa-miR-3158-3p;3p;MI0014187
chr10;miRNA;101601465;101601485;-;MIMAT0019211_1;hsa-miR-3158-5p;5p;MI0014187
chr11;miRNA;18387796;18387817;+;MIMAT0015033;hsa-miR-3159;59;MI0014188
chr11;miRNA;46451815;46451836;-;MIMAT0015034;hsa-miR-3160-3p;3p;MI0014189
chr11;miRNA;46451856;46451877;-;MIMAT0019212;hsa-miR-3160-5p;5p;MI0014189
chr11;miRNA;46451858;46451879;+;MIMAT0015034_1;hsa-miR-3160-3p;3p;MI0014190
chr11;miRNA;46451817;46451838;+;MIMAT0019212_1;hsa-miR-3160-5p;5p;MI0014190
chr11;miRNA;48096791;48096813;+;MIMAT0015035;hsa-miR-3161;61;MI0014191
chr11;miRNA;59595127;59595149;-;MIMAT0015036;hsa-miR-3162-5p;5p;MI0014192
chr11;miRNA;59595087;59595107;-;MIMAT0019213;hsa-miR-3162-3p;3p;MI0014192
chr11;miRNA;66934476;66934497;-;MIMAT0015037;hsa-miR-3163;63;MI0014193
chr11;miRNA;69083185;69083206;+;MIMAT0015038;hsa-miR-3164;64;MI0014194
chr11;miRNA;72072272;72072293;-;MIMAT0015039;hsa-miR-3165;65;MI0014195
chr11;miRNA;88176561;88176583;+;MIMAT0015040;hsa-miR-3166;66;MI0014196
chr11;miRNA;96341447;96341465;+;MIMAT0015041;hsa-miR-1260b;0b;MI0014197
chr11;miRNA;126988468;126988489;-;MIMAT0015042;hsa-miR-3167;67;MI0014198
chr13;miRNA;41101076;41101092;-;MIMAT0015043;hsa-miR-3168;68;MI0014199
chr13;miRNA;61199848;61199869;-;MIMAT0015044;hsa-miR-3169;69;MI0014200
chr13;miRNA;98208533;98208554;+;MIMAT0015045;hsa-miR-3170;70;MI0014201
chr14;miRNA;27633246;27633269;-;MIMAT0015046;hsa-miR-3171;71;MI0014202
chr14;miRNA;95137923;95137944;-;MIMAT0015048;hsa-miR-3173-3p;3p;MI0014204
chr14;miRNA;95137961;95137982;-;MIMAT0019214;hsa-miR-3173-5p;5p;MI0014204
chr14;miRNA;101030061;101030083;+;MIMAT0015049;hsa-miR-1193;93;MI0014205
chr14;miRNA;101056233;101056255;+;MIMAT0001630;hsa-miR-323b-5p;5p;MI0014206
chr14;miRNA;101056269;101056290;+;MIMAT0015050;hsa-miR-323b-3p;3p;MI0014206
chr15;miRNA;21843793;21843815;+;MIMAT0014980_2;hsa-miR-3118;18;MI0014207
chr15;miRNA;90006764;90006786;+;MIMAT0015051;hsa-miR-3174;74;MI0014208
chr15;miRNA;92904408;92904429;+;MIMAT0015052;hsa-miR-3175;75;MI0014209
chr16;miRNA;543336;543354;+;MIMAT0015053;hsa-miR-3176;76;MI0014210
chr16;miRNA;1735038;1735058;+;MIMAT0015054;hsa-miR-3177-3p;3p;MI0014211
chr16;miRNA;1734995;1735017;+;MIMAT0019215;hsa-miR-3177-5p;5p;MI0014211
chr16;miRNA;2531979;2531995;-;MIMAT0015055;hsa-miR-3178;78;MI0014212
chr16;miRNA;14901559;14901580;+;MIMAT0015056;hsa-miR-3179;79;MI0014213
chr16;miRNA;14911237;14911261;+;MIMAT0015057;hsa-miR-3180-5p;5p;MI0014214
chr16;miRNA;14911281;14911302;+;MIMAT0015058;hsa-miR-3180-3p;3p;MI0014214
chr16;miRNA;16309892;16309916;+;MIMAT0015057_1;hsa-miR-3180-5p;5p;MI0014215
chr16;miRNA;16309936;16309957;+;MIMAT0015058_1;hsa-miR-3180-3p;3p;MI0014215
chr16;miRNA;16300210;16300231;+;MIMAT0015056_1;hsa-miR-3179;79;MI0014216
chr16;miRNA;18402230;18402254;-;MIMAT0015057_2;hsa-miR-3180-5p;5p;MI0014217
chr16;miRNA;18402189;18402210;-;MIMAT0015058_2;hsa-miR-3180-3p;3p;MI0014217
chr16;miRNA;18411905;18411926;-;MIMAT0015056_2;hsa-miR-3179;79;MI0014221
chr16;miRNA;26025246;26025268;+;MIMAT0015060;hsa-miR-548w;8w;MI0014222
chr16;miRNA;50742313;50742331;+;MIMAT0015061;hsa-miR-3181;81;MI0014223
chr16;miRNA;83508349;83508365;+;MIMAT0015062;hsa-miR-3182;82;MI0014224
chr17;miRNA;1022529;1022550;-;MIMAT0015063;hsa-miR-3183;83;MI0014225
chr17;miRNA;30117128;30117151;-;MIMAT0015064;hsa-miR-3184-5p;5p;MI0014226
chr17;miRNA;30117095;30117117;-;MIMAT0022731;hsa-miR-3184-3p;3p;MI0014226
chr17;miRNA;48724446;48724468;-;MIMAT0015065;hsa-miR-3185;85;MI0014227
chr17;miRNA;81125886;81125908;+;MIMAT0015066;hsa-miR-3065-5p;5p;MI0014228
chr17;miRNA;81125926;81125948;+;MIMAT0015378;hsa-miR-3065-3p;3p;MI0014228
chr17;miRNA;81451152;81451173;-;MIMAT0015067;hsa-miR-3186-5p;5p;MI0014229
chr17;miRNA;81451116;81451136;-;MIMAT0015068;hsa-miR-3186-3p;3p;MI0014229
chr18;miRNA;14830174;14830195;+;MIMAT0015030_1;hsa-miR-3156-5p;5p;MI0014230
chr18;miRNA;14830215;14830235;+;MIMAT0019209_1;hsa-miR-3156-3p;3p;MI0014230
chr19;miRNA;813627;813646;+;MIMAT0015069;hsa-miR-3187-3p;3p;MI0014231
chr19;miRNA;813590;813612;+;MIMAT0019216;hsa-miR-3187-5p;5p;MI0014231
chr19;miRNA;18282129;18282151;+;MIMAT0015070;hsa-miR-3188;88;MI0014232
chr19;miRNA;18386607;18386627;+;MIMAT0015071;hsa-miR-3189-3p;3p;MI0014233
chr19;miRNA;18386570;18386594;+;MIMAT0019217;hsa-miR-3189-5p;5p;MI0014233
chr19;miRNA;46709294;46709311;-;MIMAT0015072;hsa-miR-320e;0e;MI0014234
chr19;miRNA;47226955;47226974;+;MIMAT0015073;hsa-miR-3190-5p;5p;MI0014235
chr19;miRNA;47226988;47227010;+;MIMAT0022839;hsa-miR-3190-3p;3p;MI0014235
chr19;miRNA;47226952;47226974;-;MIMAT0015075;hsa-miR-3191-3p;3p;MI0014236
chr19;miRNA;47226990;47227011;-;MIMAT0022732;hsa-miR-3191-5p;5p;MI0014236
chr20;miRNA;18470624;18470646;+;MIMAT0015076;hsa-miR-3192-5p;5p;MI0014237
chr20;miRNA;18470662;18470682;+;MIMAT0027027;hsa-miR-3192-3p;3p;MI0014237
chr20;miRNA;31607186;31607207;+;MIMAT0015077;hsa-miR-3193;93;MI0014238
chr20;miRNA;51452948;51452968;-;MIMAT0015078;hsa-miR-3194-5p;5p;MI0014239
chr20;miRNA;51452912;51452933;-;MIMAT0019218;hsa-miR-3194-3p;3p;MI0014239
chr20;miRNA;62064812;62064828;+;MIMAT0015079;hsa-miR-3195;95;MI0014240
chr20;miRNA;63238788;63238805;+;MIMAT0015080;hsa-miR-3196;96;MI0014241
chr21;miRNA;13406431;13406452;-;MIMAT0015030_2;hsa-miR-3156-5p;5p;MI0014242
chr21;miRNA;18686100;18686119;-;MIMAT0015081_1;hsa-miR-548x-3p;3p;MI0014244
chr21;miRNA;18686135;18686157;-;MIMAT0022733;hsa-miR-548x-5p;5p;MI0014244
chr21;miRNA;41167564;41167586;+;MIMAT0015082;hsa-miR-3197;97;MI0014245
chr22;miRNA;17764190;17764211;-;MIMAT0015083_1;hsa-miR-3198;98;MI0014246
chr22;miRNA;27920581;27920603;-;MIMAT0015084;hsa-miR-3199;99;MI0014247
chr22;miRNA;27920535;27920557;+;MIMAT0015084_1;hsa-miR-3199;99;MI0014248
chr22;miRNA;30731610;30731631;+;MIMAT0015085;hsa-miR-3200-3p;3p;MI0014249
chr22;miRNA;30731569;30731590;+;MIMAT0017392;hsa-miR-3200-5p;5p;MI0014249
chr22;miRNA;48274364;48274380;+;MIMAT0015086;hsa-miR-3201;01;MI0014250
chrX;miRNA;147250197;147250218;-;MIMAT0015087;hsa-miR-514b-5p;5p;MI0014251
chrX;miRNA;147250161;147250181;-;MIMAT0015088;hsa-miR-514b-3p;3p;MI0014251
chrX;miRNA;153981105;153981126;+;MIMAT0015089;hsa-miR-3202;02;MI0014252
chrX;miRNA;153981148;153981169;-;MIMAT0015089_1;hsa-miR-3202;02;MI0014253
chr1;miRNA;10227727;10227751;+;MIMAT0015090;hsa-miR-1273d;3d;MI0014254
chr10;miRNA;112634180;112634197;+;MIMAT0016844;hsa-miR-4295;95;MI0015822
chr10;miRNA;125032844;125032860;-;MIMAT0016845;hsa-miR-4296;96;MI0015823
chr10;miRNA;129843349;129843364;-;MIMAT0016846;hsa-miR-4297;97;MI0015824
chr10;miRNA;130962634;130962658;-;MIMAT0016847;hsa-miR-378c;8c;MI0015825
chr10;miRNA;14383210;14383226;-;MIMAT0016848;hsa-miR-4293;93;MI0015826
chr10;miRNA;48985561;48985577;-;MIMAT0016849;hsa-miR-4294;94;MI0015827
chr11;miRNA;113450059;113450078;-;MIMAT0016850;hsa-miR-4301;01;MI0015828
chr11;miRNA;11656661;11656678;-;MIMAT0016851;hsa-miR-4299;99;MI0015829
